epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.3829111158847809,0.0010000000474974513,2.197566032409668,0.38580000400543213,2.386913299560547
1,0.5504666566848755,0.0010000000474974513,1.6365623474121094,0.5357999801635742,1.779325246810913
2,0.6378666758537292,0.0010000000474974513,1.3525997400283813,0.2935999929904938,4.343705654144287
3,0.6769555807113647,0.0010000000474974513,1.221593976020813,0.6299999952316284,1.3885635137557983
4,0.7099778056144714,0.0010000000474974513,1.136109709739685,0.7125999927520752,1.1247082948684692
5,0.7274222373962402,0.0010000000474974513,1.0785084962844849,0.6259999871253967,1.5152709484100342
6,0.7472222447395325,0.0010000000474974513,1.031219482421875,0.6051999926567078,1.4930367469787598
7,0.7608000040054321,0.0010000000474974513,0.9963018298149109,0.6657999753952026,1.3419729471206665
8,0.7707111239433289,0.0010000000474974513,0.96392422914505,0.7531999945640564,0.9998932480812073
9,0.7844889163970947,0.0010000000474974513,0.9349370002746582,0.6686000227928162,1.3085227012634277
10,0.7885777950286865,0.0010000000474974513,0.9222642183303833,0.7749999761581421,0.9470508694648743
11,0.7988444566726685,0.0010000000474974513,0.8892895579338074,0.7544000148773193,1.0600528717041016
12,0.8028222322463989,0.0010000000474974513,0.8795718550682068,0.7901999950408936,0.8996315598487854
13,0.8085777759552002,0.0010000000474974513,0.8620693683624268,0.7128000259399414,1.3119531869888306
14,0.817288875579834,0.0010000000474974513,0.8458724617958069,0.7599999904632568,1.053312063217163
15,0.8192444443702698,0.0010000000474974513,0.8361907005310059,0.7978000044822693,0.9101414084434509
16,0.825688898563385,0.0010000000474974513,0.8185056447982788,0.6926000118255615,1.3264741897583008
17,0.8280888795852661,0.0010000000474974513,0.8064831495285034,0.741599977016449,1.127001166343689
18,0.8615111112594604,0.0005000000237487257,0.6973260045051575,0.8378000259399414,0.7737517952919006
19,0.8651555776596069,0.0005000000237487257,0.6631532907485962,0.8672000169754028,0.6701787114143372
20,0.8708000183105469,0.0005000000237487257,0.6412827968597412,0.8398000001907349,0.7716928720474243
21,0.870199978351593,0.0005000000237487257,0.632738471031189,0.8622000217437744,0.6601973176002502
